"extra_id","time","prog","id","y"
"125.5",5,1,125,13.3077117733876
"126",0,0,126,6.14108425080985
"126.1",1,0,126,6.27547797234512
"126.2",2,0,126,6.73546460263826
"126.3",3,0,126,7.56907364634456
"126.4",4,0,126,8.98581527925761
"126.5",5,0,126,8.08062534145715
"127",0,0,127,5.431968113491
"127.1",1,0,127,7.35719970621246
"127.2",2,0,127,8.99510348098486
"127.3",3,0,127,7.76132323905403
"127.4",4,0,127,8.54996131867085
"127.5",5,0,127,9.14962975245682
"128",0,0,128,7.91819241982417
"128.1",1,0,128,7.57176121582026
"128.2",2,0,128,7.91252826627286
"128.3",3,0,128,7.66970016147607
"128.4",4,0,128,8.79635359825731
"128.5",5,0,128,10.5636359281763
"129",0,0,129,7.78723116799998
"129.1",1,0,129,8.36305779185156
"129.2",2,0,129,7.59062431846557
"129.3",3,0,129,7.80543032585485
"129.4",4,0,129,8.42193348468683
"129.5",5,0,129,9.22942807350901
"130",0,1,130,4.85986767220615
"130.1",1,1,130,6.58391813894464
"130.2",2,1,130,8.68972370178237
"130.3",3,1,130,9.44793146160382
"130.4",4,1,130,11.0188610816829
"130.5",5,1,130,13.087537748611
"131",0,0,131,8.29626285091449
"131.1",1,0,131,7.8147145621747
"131.2",2,0,131,8.6969578751137
"131.3",3,0,131,9.2478178070634
"131.4",4,0,131,9.43020244347146
"131.5",5,0,131,10.5806921773434
"132",0,0,132,5.46835677029716
"132.1",1,0,132,5.57976105340787
"132.2",2,0,132,6.61506238756586
"132.3",3,0,132,7.57712962702419
"132.4",4,0,132,7.44139686585361
"132.5",5,0,132,8.05878113230829
"133",0,1,133,5.60511083126893
"133.1",1,1,133,6.78375675490431
"133.2",2,1,133,6.8452394498395
"133.3",3,1,133,9.33639158121481
"133.4",4,1,133,10.2937115802849
"133.5",5,1,133,12.4231577385828
"134",0,0,134,5.87011848011331
"134.1",1,0,134,6.52216850286558
"134.2",2,0,134,7.81423718492279
"134.3",3,0,134,8.6156274895519
"134.4",4,0,134,8.13054270347622
"134.5",5,0,134,8.19051017805292
"135",0,0,135,5.78978430122041
"135.1",1,0,135,7.81511312126504
"135.2",2,0,135,6.93894349585629
"135.3",3,0,135,6.56417994352407
"135.4",4,0,135,7.103643513687
"135.5",5,0,135,8.64713718682
"136",0,0,136,7.87044831353301
"136.1",1,0,136,8.38563829009931
"136.2",2,0,136,8.50953216352071
"136.3",3,0,136,9.45863246095633
"136.4",4,0,136,9.85721267795361
"136.5",5,0,136,10.7845285570673
"137",0,1,137,3.80433666983729
"137.1",1,1,137,5.7989928995086
"137.2",2,1,137,7.55728742819351
"137.3",3,1,137,8.73146870581018
"137.4",4,1,137,9.98807874907989
"137.5",5,1,137,11.919891574581
"138",0,0,138,6.37910953532356
"138.1",1,0,138,6.04415465331892
"138.2",2,0,138,7.34207042116362
"138.3",3,0,138,8.24218286189141
"138.4",4,0,138,9.27501908997573
"138.5",5,0,138,8.49956812770589
"139",0,0,139,7.41852581377147
"139.1",1,0,139,7.9727292444435
"139.2",2,0,139,8.97108859714724
"139.3",3,0,139,9.3338802897515
"139.4",4,0,139,9.4771355575416
"139.5",5,0,139,10.3953757514089
"140",0,1,140,7.38694805317704
"140.1",1,1,140,9.34183280587035
"140.2",2,1,140,9.84045853371096
"140.3",3,1,140,10.8573018935397
"140.4",4,1,140,12.0216679524944
"140.5",5,1,140,13.7122240991088
"141",0,1,141,7.08762568501262
"141.1",1,1,141,7.6266588519584
"141.2",2,1,141,9.24089154338885
"141.3",3,1,141,11.36372349964
"141.4",4,1,141,13.2560611595584
"141.5",5,1,141,13.1841677184661
"142",0,0,142,6.60330251931646
"142.1",1,0,142,5.42295050394573
"142.2",2,0,142,7.10180938120866
"142.3",3,0,142,6.82580582079397
"142.4",4,0,142,6.68224108206262
"142.5",5,0,142,7.5952520369673
"143",0,1,143,4.63545875879874
"143.1",1,1,143,6.49471368032755
"143.2",2,1,143,7.03037860511504
"143.3",3,1,143,8.93605133724972
"143.4",4,1,143,9.20831166898873
"143.5",5,1,143,10.559836934543
"144",0,0,144,7.99893049816556
"144.1",1,0,144,8.17823018259617
"144.2",2,0,144,8.11808526627991
"144.3",3,0,144,8.21024834109045
"144.4",4,0,144,8.61986715258239
"144.5",5,0,144,9.2811301560138
"145",0,1,145,5.50111326326111
"145.1",1,1,145,6.70419443450744
"145.2",2,1,145,7.05092446517826
"145.3",3,1,145,10.101615047831
"145.4",4,1,145,12.3625709757405
"145.5",5,1,145,12.6435092158214
"146",0,0,146,6.04398769004845
"146.1",1,0,146,5.91492494317637
"146.2",2,0,146,7.79440744401895
"146.3",3,0,146,8.64267588747117
"146.4",4,0,146,8.53346822671587
"146.5",5,0,146,8.12670508032848
"147",0,0,147,5.37266852123481
"147.1",1,0,147,6.85007125379141
"147.2",2,0,147,7.1898067739274
"147.3",3,0,147,7.0114107203212
"147.4",4,0,147,7.42492800078124
"147.5",5,0,147,7.87046009542998
"148",0,1,148,2.64300602786479
"148.1",1,1,148,4.89034494430113
"148.2",2,1,148,5.25186933904052
"148.3",3,1,148,7.06545488825588
"148.4",4,1,148,9.21235141180206
"148.5",5,1,148,9.32154111197887
"149",0,1,149,6.55800382714624
"149.1",1,1,149,7.76981082003965
"149.2",2,1,149,7.86124901374389
"149.3",3,1,149,10.0330796108574
"149.4",4,1,149,11.2901487154008
"149.5",5,1,149,13.1360931575392
"150",0,1,150,5.88420928061212
"150.1",1,1,150,6.8400837809551
"150.2",2,1,150,8.17073450143736
"150.3",3,1,150,9.13424219784708
"150.4",4,1,150,11.1657037108177
"150.5",5,1,150,12.950438512226
"151",0,0,151,6.2600577949553
"151.1",1,0,151,6.934007806338
"151.2",2,0,151,8.96202573926798
"151.3",3,0,151,8.74840989710269
"151.4",4,0,151,9.11121921590271
"151.5",5,0,151,9.39447647565481
"152",0,0,152,6.72228564041002
"152.1",1,0,152,7.47721660569721
"152.2",2,0,152,6.61468609321784
"152.3",3,0,152,7.17792077895714
"152.4",4,0,152,8.08594262507013
"152.5",5,0,152,8.57886961643724
"153",0,1,153,8.28726172743746
"153.1",1,1,153,8.13605379748836
"153.2",2,1,153,10.0309120312178
"153.3",3,1,153,11.0922068810727
"153.4",4,1,153,12.8333967806229
"153.5",5,1,153,13.2826229865576
"154",0,0,154,6.13223426539758
"154.1",1,0,154,5.48783911858769
"154.2",2,0,154,6.60268589098477
"154.3",3,0,154,8.09271700255923
"154.4",4,0,154,7.68492970455791
"154.5",5,0,154,8.80200672364522
"155",0,0,155,6.79491284213331
"155.1",1,0,155,7.41222590765713
"155.2",2,0,155,7.61282706069556
"155.3",3,0,155,9.0127939453781
"155.4",4,0,155,8.35735471843964
"155.5",5,0,155,9.01802974001773
"156",0,0,156,6.93478899829723
"156.1",1,0,156,6.70720939649549
"156.2",2,0,156,8.02268224994246
"156.3",3,0,156,8.77466792040431
"156.4",4,0,156,9.24488234008274
"156.5",5,0,156,10.4990125212015
"157",0,1,157,7.08690365929832
"157.1",1,1,157,8.46781314723955
"157.2",2,1,157,9.11784968277191
"157.3",3,1,157,11.4743101769104
"157.4",4,1,157,12.6155951196966
"157.5",5,1,157,14.2179112362038
"158",0,0,158,5.03421005854562
"158.1",1,0,158,6.30316971170715
"158.2",2,0,158,7.50064840434009
"158.3",3,0,158,7.86562432926351
"158.4",4,0,158,8.18962114336461
"158.5",5,0,158,8.16473396450331
"159",0,1,159,6.01898537707134
"159.1",1,1,159,5.73057947581222
"159.2",2,1,159,8.63889434756285
"159.3",3,1,159,9.69465849954948
"159.4",4,1,159,10.1051490830992
"159.5",5,1,159,12.4180950715889
"160",0,1,160,7.41228186152891
"160.1",1,1,160,8.66277259395752
"160.2",2,1,160,9.06630036348696
"160.3",3,1,160,11.3492004647923
"160.4",4,1,160,13.2241432178209
"160.5",5,1,160,12.5605907501017
"161",0,0,161,4.25265247587487
"161.1",1,0,161,5.3498337148437
"161.2",2,0,161,6.81475425900531
"161.3",3,0,161,7.09452889601127
"161.4",4,0,161,8.26873107225394
"161.5",5,0,161,7.2274563571344
"162",0,1,162,5.08767655803512
"162.1",1,1,162,6.5669556343635
"162.2",2,1,162,6.88991271630264
"162.3",3,1,162,9.60981598109963
"162.4",4,1,162,10.1988104523646
"162.5",5,1,162,12.2886615873241
"163",0,1,163,7.04951399644167
"163.1",1,1,163,6.93710005118854
"163.2",2,1,163,11.2048780945573
"163.3",3,1,163,10.2394722016528
"163.4",4,1,163,11.3784884509495
"163.5",5,1,163,13.1932447798562
"164",0,0,164,6.93702321785946
"164.1",1,0,164,8.09486036459828
"164.2",2,0,164,8.10954351275787
"164.3",3,0,164,9.25296897177175
"164.4",4,0,164,8.80798056342308
"164.5",5,0,164,10.0293582097037
"165",0,0,165,5.94006367466403
"165.1",1,0,165,6.48310429582176
"165.2",2,0,165,6.15315174718388
"165.3",3,0,165,6.76951445584864
"165.4",4,0,165,8.41831148441668
"165.5",5,0,165,7.62473786967319
"166",0,0,166,6.98487874985238
"166.1",1,0,166,7.76867664006942
"166.2",2,0,166,6.790084638316
"166.3",3,0,166,8.21172668479586
"166.4",4,0,166,8.93582830551528
"166.5",5,0,166,10.799509858496
"167",0,0,167,8.27371394995803
"167.1",1,0,167,7.81383490756092
"167.2",2,0,167,8.21572244614129
"167.3",3,0,167,8.66508164232015
"167.4",4,0,167,10.647930986538
"167.5",5,0,167,9.68592019462174
"168",0,0,168,5.50917503402644
"168.1",1,0,168,6.21131180304287
"168.2",2,0,168,6.65507060587688
"168.3",3,0,168,7.06457910061039
"168.4",4,0,168,7.86233482512964
"168.5",5,0,168,7.4025992949336
"169",0,0,169,5.65103020548089
"169.1",1,0,169,6.45603409249891
"169.2",2,0,169,5.92616211912421
"169.3",3,0,169,6.01769308792591
"169.4",4,0,169,7.13445064286536
"169.5",5,0,169,7.66806989991356
"170",0,0,170,6.36396915442966
"170.1",1,0,170,6.16862956839121
"170.2",2,0,170,6.57054899230739
"170.3",3,0,170,7.33841660881548
"170.4",4,0,170,7.08122323286019
"170.5",5,0,170,7.03414681883351
"171",0,1,171,5.96024937953186
"171.1",1,1,171,6.75971500551001
"171.2",2,1,171,8.40230105678533
"171.3",3,1,171,9.46183409431025
"171.4",4,1,171,11.3252590514281
"171.5",5,1,171,12.1753409775515
"172",0,1,172,7.31963283955104
"172.1",1,1,172,8.04957266969874
"172.2",2,1,172,10.7470267999391
"172.3",3,1,172,10.6349109947972
"172.4",4,1,172,12.6435712790696
"172.5",5,1,172,14.1448597948013
"173",0,1,173,5.42096490291911
"173.1",1,1,173,6.52673641707305
"173.2",2,1,173,7.37420534794296
"173.3",3,1,173,9.00490850108949
"173.4",4,1,173,9.17838066814262
"173.5",5,1,173,12.072134472243
"174",0,1,174,7.07970554985423
"174.1",1,1,174,7.5855446345011
"174.2",2,1,174,9.70843225325428
"174.3",3,1,174,11.093530890547
"174.4",4,1,174,12.2377570707164
"174.5",5,1,174,11.9087171037382
"175",0,0,175,6.78374075868068
"175.1",1,0,175,7.71016305431009
"175.2",2,0,175,8.66735192100376
"175.3",3,0,175,7.78621165763871
"175.4",4,0,175,9.86019895620573
"175.5",5,0,175,9.42919638986526
"176",0,1,176,6.18750615635475
"176.1",1,1,176,6.37646561330879
"176.2",2,1,176,7.82382185075623
"176.3",3,1,176,9.83403753721578
"176.4",4,1,176,10.9534715466216
"176.5",5,1,176,10.5789659446291
"177",0,1,177,8.05718353559441
"177.1",1,1,177,8.86289450041303
"177.2",2,1,177,10.9054784835605
"177.3",3,1,177,11.1312994022832
"177.4",4,1,177,12.8915605292471
"177.5",5,1,177,13.358947407806
"178",0,1,178,7.59711403019689
"178.1",1,1,178,8.52713815243553
"178.2",2,1,178,9.18960277843253
"178.3",3,1,178,10.0148372347922
"178.4",4,1,178,12.5178486006984
"178.5",5,1,178,14.1220248684825
"179",0,1,179,6.82710382493944
"179.1",1,1,179,7.30016995897276
"179.2",2,1,179,9.20648595587253
"179.3",3,1,179,11.1567293806355
"179.4",4,1,179,11.6650855853523
"179.5",5,1,179,12.2794320469564
"180",0,1,180,6.88416501239308
"180.1",1,1,180,9.28622289593049
"180.2",2,1,180,9.73521005681932
"180.3",3,1,180,11.9790666324282
"180.4",4,1,180,12.3127968649102
"180.5",5,1,180,14.3090095796833
"181",0,0,181,5.77332394204328
"181.1",1,0,181,5.84835087142122
"181.2",2,0,181,7.62604172449179
"181.3",3,0,181,6.3589039933889
"181.4",4,0,181,8.34012683798476
"181.5",5,0,181,8.9368316942132
"182",0,0,182,7.11938345793083
"182.1",1,0,182,7.14070628475721
"182.2",2,0,182,7.75830696695893
"182.3",3,0,182,9.44637261459331
"182.4",4,0,182,8.93369182039624
"182.5",5,0,182,9.69320127096821
"183",0,1,183,6.80700742167645
"183.1",1,1,183,6.76732413361148
"183.2",2,1,183,9.01374202981324
"183.3",3,1,183,11.3939615181788
"183.4",4,1,183,11.7611851300948
"183.5",5,1,183,13.1155874634289
"184",0,0,184,4.38334089855968
"184.1",1,0,184,4.94816984792907
"184.2",2,0,184,5.26454687703405
"184.3",3,0,184,6.5395804311766
"184.4",4,0,184,6.08580299911455
"184.5",5,0,184,6.1221582653893
"185",0,1,185,5.77741186368784
"185.1",1,1,185,7.71674253234088
"185.2",2,1,185,8.76857562461433
"185.3",3,1,185,10.4069752725197
"185.4",4,1,185,10.4087163153888
"185.5",5,1,185,12.7113392178629
"186",0,1,186,5.67159172144103
"186.1",1,1,186,7.49000484439059
"186.2",2,1,186,7.89039484717639
"186.3",3,1,186,10.5647920051542
"186.4",4,1,186,11.5380534624041
"186.5",5,1,186,13.0615336537336
"187",0,1,187,6.80873894832972
"187.1",1,1,187,8.36386564938625
"187.2",2,1,187,8.32410989271604
"187.3",3,1,187,10.9251629510431
"187.4",4,1,187,12.2337632406664
"187.5",5,1,187,12.6709566558605
"188",0,0,188,5.990997945822
"188.1",1,0,188,6.70050021160144
"188.2",2,0,188,7.22661912708111
"188.3",3,0,188,7.03789761649993
"188.4",4,0,188,7.44718973968446
"188.5",5,0,188,8.34286127079159
"189",0,0,189,5.84066708319458
"189.1",1,0,189,7.02270615590606
"189.2",2,0,189,7.53251721929136
"189.3",3,0,189,7.41727476260884
"189.4",4,0,189,8.69893724634751
"189.5",5,0,189,8.83665778253956
"190",0,0,190,5.88271435967165
"190.1",1,0,190,6.60077695975112
"190.2",2,0,190,6.8052618916848
"190.3",3,0,190,6.68322670420815
"190.4",4,0,190,7.25024449946068
"190.5",5,0,190,8.42476661024444
"191",0,0,191,7.03040444556107
"191.1",1,0,191,6.89318301620644
"191.2",2,0,191,6.96225265693435
"191.3",3,0,191,7.32146254236365
"191.4",4,0,191,8.59922283686656
"191.5",5,0,191,8.41548082726135
"192",0,0,192,6.6589964624308
"192.1",1,0,192,6.32518165774347
"192.2",2,0,192,7.25671021512692
"192.3",3,0,192,7.67886787853158
"192.4",4,0,192,8.05630280130834
"192.5",5,0,192,9.07505815724413
"193",0,0,193,4.78948541004581
"193.1",1,0,193,4.65758728043484
"193.2",2,0,193,5.39097363053858
"193.3",3,0,193,6.57520364464369
"193.4",4,0,193,6.92670321043888
"193.5",5,0,193,9.06198187071111
"194",0,0,194,6.97724051039413
"194.1",1,0,194,7.94531854078254
"194.2",2,0,194,9.16344289760833
"194.3",3,0,194,9.46851879531021
"194.4",4,0,194,10.6505208970181
"194.5",5,0,194,10.5219135913465
"195",0,0,195,7.67586223149744
"195.1",1,0,195,8.2664990602278
"195.2",2,0,195,9.51506782530712
"195.3",3,0,195,9.19496151788034
"195.4",4,0,195,9.16207653902181
"195.5",5,0,195,9.86081425319296
"196",0,0,196,8.66105210104338
"196.1",1,0,196,7.90615718224984
"196.2",2,0,196,9.11393484257222
"196.3",3,0,196,9.81422275653441
"196.4",4,0,196,9.84814088691894
"196.5",5,0,196,10.8604497004105
"197",0,0,197,5.93831517086854
"197.1",1,0,197,6.10113740850555
"197.2",2,0,197,6.22108615411624
"197.3",3,0,197,6.85064969220308
"197.4",4,0,197,8.20493305305339
"197.5",5,0,197,7.08146014922318
"198",0,1,198,7.69109137406394
"198.1",1,1,198,7.85333570592404
"198.2",2,1,198,10.2921079983725
"198.3",3,1,198,10.6082734834642
"198.4",4,1,198,11.9635757035261
"198.5",5,1,198,13.0500967840937
"199",0,0,199,6.66494036920843
"199.1",1,0,199,7.36118682196051
"199.2",2,0,199,8.71405465839095
"199.3",3,0,199,9.00518568981963
"199.4",4,0,199,10.1028622249513
"199.5",5,0,199,8.77624658206843
"200",0,0,200,5.81540442734944
"200.1",1,0,200,6.32020718301319
"200.2",2,0,200,7.28462567685999
"200.3",3,0,200,7.12766106764358
"200.4",4,0,200,8.65676381202481
"200.5",5,0,200,7.96167978516425
